EpiuppdragID	Analysmaterialid	Status (numerisk)	Status	Kommentar	Resultat	Undersökning/Analys	Undersökningar	Alla agens och undersökningar	Djuridentitet	Uppdragid	Provid	Provursprung	Överordnadeuppdrag	Djurslagskod	Systematikkod	Djurslag	Livsvillkor	Djurhållning	Län	PPN	Gisx	Gisy	Gisbeskrivning	Materialkod	Materialnamn	Könkod	Insättningsdatum	Besättningsstorlek	Produktionsplats	Kön	Ålder	Produktionssätt	Handläggare	Insändare	Djurägare	Kundmärkning	Provdatum	Provtagningsorsak	Provtagningsorsak Namn	Ankomstdatum	Övrigt	Raskod	Ras	Provtagare	Antalpooladeanalysmaterial	Kundnamn	Kundadress	Kundpostnr	Kundort	Kund Djurägare Adress	Kund Djurägare Postnr	Kund Djurägare Ort	Uppdraget har K4	Labprovid	Namn	Parprovsid	Kommentarer	Antal inköpta kalvar	Antal platser	Antal flockar	Antal smittade flockar	Antal djur i smittad flock	Antibiotika res	Ursprungsland	Blodig diarré	Löpnummer	Besättningsstorlek lokal	Campylobacterart	Detaljerad provtagningsorsak	Dnr SJV	Foderleverantör	Fagtyp	Fjäderfä	Gårdsnamn	Hippuratest	Indexfall	MLST	MLST complex	Mortalitet	Morbiditet	Maldi-tof resultat	MLVA sammanställning	MIC	Materialnamn detaljerad	Påverkat AT	Primärisolat	Provtyp	Primärfall	Provtagningsområde	Produktionsstadium	Preliminärt primärisolat	PFGE typning	Svår dyspné	Systematikodsmappning1	Spärrdatum	Spärr hävd	Sida i foderanläggning	Serotyp	Terapisvikt	Vattnig diarré	Ärende i Urax	Indexisolat	SVARM	Agensurval	Allmän BKT	Teknik	Agenspåvisande teknik	Typning
E18-024	17-VLT001126-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 126/17	U170228-1026	17-VLT001126-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)	K		6247866	1451900	Stangölsmåla	POOL	Pool	1				Hankön	5 månader							2020	Fallviltundersökning	2017/03/02 00:00:00					2									17-VLT001126-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	17-VLT000127-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 127/17	U170227-1027	17-VLT000127-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)	D		6534800	1561900	Stockvik	POOL	Pool	2				Honkön	6 månader							2020	Fallviltundersökning	2017/02/27 00:00:00					2									17-VLT000127-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	17-VLT000128-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 128/17	U170220-1028	17-VLT000128-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)	C		6668325	1602100	Risby	POOL	Pool	1				Hankön	1 år							2020	Fallviltundersökning	2017/02/20 00:00:00					2									17-VLT000128-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	17-VLT000129-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 129/17	U170213-1029	17-VLT000129-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6537126	1613020	Fällnäs Gård	POOL	Pool	1				Hankön	2 månader							2020	Fallviltundersökning	2017/02/13 00:00:00					2									17-VLT000129-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	17-MIK022130-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 130/17	U170126-1030	17-MIK022130-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6546223	1620590	Ösmo	POOL	Pool	1				Hankön	Årsunge							2020	Fallviltundersökning	2017/01/27 00:00:00					2									17-MIK022130-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT002131-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 131/16	U161212-1031	16-VLT002131-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6545000	1606000	Hörningsholm, Mörkö	POOL	Pool	1				Hankön	6 månader							2020	Fallviltundersökning	2016/12/12 00:00:00					2									16-VLT002131-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT002132-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR, P-fall		VLT 132/16	U161130-1032	16-VLT002132-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)	H		6314592	1533435	Buggemåla, Ålem	.o	Ofixerat material	8				Okänt	Årsunge						2016/11/30 00:00:00	2020	Fallviltundersökning	2016/11/30 00:00:00					0									16-VLT002132-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT002133-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 133/16	U161121-1033	16-VLT002133-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6543000	1607000	Mörkö	POOL	Pool	1				Hankön	Årsunge							2020	Fallviltundersökning	2016/11/21 00:00:00					2									16-VLT002133-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT002134-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 134/16	U161107-1034	16-VLT002134-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6544000	1607000	Mörkö	POOL	Pool	2				Honkön								2020	Fallviltundersökning	2016/11/07 00:00:00					2									16-VLT002134-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT002135-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 135/16	U161031-1035	16-VLT002135-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6535000	1615000	Djursnäs Säteri	POOL	Pool	1				Hankön	Årsunge							2020	Fallviltundersökning	2016/11/01 00:00:00					2									16-VLT002135-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT002136-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 136/16	U161021-1036	16-VLT002136-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6536793	1556717	Vevelsta gård	POOL	Pool	1				Hankön	5 månader							2020	Fallviltundersökning	2016/10/21 00:00:00					2									16-VLT002136-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT001137-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 137/16	U160824-1037	16-VLT001137-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)					Ej angivet	POOL	Pool	2				Honkön	6 månader							8000	Forskning/Projekt/Avtalsuppdrag	2016/08/26 00:00:00					2									16-VLT001137-1	ASF visualisering																																																	5975		Realtids-PCR	1
